STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE
JAMMU & KASHMIR,SRINAGAR,2007,15,64,27
JAMMU & KASHMIR,UDHAMPUR,2007,7,19,12
JAMMU & KASHMIR,TOTAL,2007,318,669,288
JHARKHAND,BOKARO,2007,60,21,57
JHARKHAND,CHAIBASA,2007,127,32,43
JHARKHAND,CHATRA,2007,29,69,25
JHARKHAND,DEOGHAR,2007,48,29,24
JHARKHAND,DHANBAD,2007,80,56,41
JHARKHAND,DHANBAD RLY.,2007,7,0,1
JHARKHAND,DUMKA,2007,65,27,52
JHARKHAND,GARHWA,2007,53,45,17
JHARKHAND,GIRIDIH,2007,59,114,46
JHARKHAND,GODDA,2007,55,85,30
JHARKHAND,GUMLA,2007,137,59,60
JHARKHAND,HAZARIBAGH,2007,78,72,41
JHARKHAND,JAMSHEDPUR,2007,92,67,65
JHARKHAND,JAMSHEDPUR RLY.,2007,4,0,1
JHARKHAND,JAMTARA,2007,14,9,22
JHARKHAND,KHUNTI,2007,91,9,15
JHARKHAND,KODERMA,2007,22,33,15
JHARKHAND,LATEHAR,2007,53,3,10
JHARKHAND,LOHARDAGGA,2007,31,19,32
JHARKHAND,PAKUR,2007,24,100,45
JHARKHAND,PALAMU,2007,67,31,29
JHARKHAND,RAMGARH,2007,41,13,28
JHARKHAND,RANCHI,2007,203,78,53
JHARKHAND,SAHEBGANJ,2007,54,51,64
JHARKHAND,SARAIKELA,2007,51,30,18
JHARKHAND,SIMDEGA,2007,72,24,21
JHARKHAND,TOTAL,2007,1617,1076,855
KARNATAKA,BAGALKOT,2007,38,24,4
KARNATAKA,BANGALORE COMMR.,2007,246,264,62
KARNATAKA,BANGALORE RURAL,2007,176,43,29
KARNATAKA,BELGAUM,2007,110,84,22
KARNATAKA,BELLARY,2007,62,51,14
KARNATAKA,BIDAR,2007,42,46,11
KARNATAKA,BIJAPUR,2007,49,28,17
KARNATAKA,CHAMARAJNAGAR,2007,19,11,3
KARNATAKA,CHICKMAGALUR,2007,32,29,11
KARNATAKA,CHITRADURGA,2007,32,20,10
KARNATAKA,DAKSHIN KANNADA,2007,26,37,11
KARNATAKA,DAVANAGERE,2007,19,22,10
KARNATAKA,DHARWAD COMMR.,2007,16,20,5
KARNATAKA,DHARWAD RURAL,2007,30,13,7
KARNATAKA,GADAG,2007,17,17,4
KARNATAKA,GULBARGA,2007,91,90,35
KARNATAKA,HASSAN,2007,54,35,13
KARNATAKA,HAVERI,2007,17,21,8
KARNATAKA,K.G.F.,2007,12,23,7
KARNATAKA,KODAGU,2007,25,28,4
KARNATAKA,KOLAR,2007,66,62,19
KARNATAKA,KOPPAL,2007,19,10,6
KARNATAKA,MANDYA,2007,48,43,17
KARNATAKA,MYSORE COMMR.,2007,26,38,13
KARNATAKA,MYSORE RURAL,2007,60,45,20
KARNATAKA,RAICHUR,2007,44,31,19
KARNATAKA,RAILWAYS,2007,17,4,0
KARNATAKA,SHIMOGA,2007,40,43,23
KARNATAKA,TUMKUR,2007,74,41,17
KARNATAKA,UDUPI,2007,12,12,11
KARNATAKA,UTTAR KANNADA,2007,19,16,4
KARNATAKA,TOTAL,2007,1538,1251,436
KERALA,ALAPUZHA,2007,19,37,25
KERALA,CBCID,2007,7,2,2
KERALA,ERNAKULAM COMMR.,2007,14,17,23
KERALA,ERNAKULAM RURAL,2007,26,26,22
KERALA,IDUKKI,2007,24,22,28
KERALA,KANNUR,2007,14,47,34
KERALA,KASARGOD,2007,12,13,19
KERALA,KOLLAM,2007,43,27,46
KERALA,KOTTAYAM,2007,17,17,25
KERALA,KOZHIKODE COMMR.,2007,9,13,15
KERALA,KOZHIKODE RURAL,2007,10,12,25
KERALA,MALAPPURAM,2007,22,29,41
KERALA,PALAKKAD,2007,41,19,39
KERALA,PATHANAMTHITTA,2007,21,12,19
KERALA,RAILWAYS,2007,0,0,0
KERALA,THRISSUR,2007,38,50,48
KERALA,TRIVANDRUM COMMR.,2007,13,21,20
KERALA,TRIVANDRUM RURAL,2007,26,24,54
KERALA,WAYANADU,2007,11,14,27
KERALA,TOTAL,2007,367,402,512
MADHYA PRADESH,ANUPPUR,2007,22,4,49
MADHYA PRADESH,ASHOK NAGAR,2007,34,29,81
MADHYA PRADESH,BALAGHAT,2007,51,16,53
MADHYA PRADESH,BARWANI,2007,39,38,55
MADHYA PRADESH,BETUL,2007,51,48,156
MADHYA PRADESH,BHIND,2007,68,104,27
MADHYA PRADESH,BHOPAL,2007,74,76,82
MADHYA PRADESH,BHOPAL RLY.,2007,7,2,1
MADHYA PRADESH,BURHANPUR,2007,16,11,12
MADHYA PRADESH,CHHATARPUR,2007,53,80,65
MADHYA PRADESH,CHHINDWARA,2007,59,28,116
MADHYA PRADESH,DAMOH,2007,43,47,30
MADHYA PRADESH,DATIYA,2007,49,49,25
MADHYA PRADESH,DEWAS,2007,39,63,84
MADHYA PRADESH,DHAR,2007,78,58,82
MADHYA PRADESH,DINDORI,2007,15,3,23
MADHYA PRADESH,GUNA,2007,39,28,80
MADHYA PRADESH,GWALIOR,2007,70,139,74
MADHYA PRADESH,HARDA,2007,17,23,38
MADHYA PRADESH,HOSHANGABAD,2007,41,48,52
MADHYA PRADESH,INDORE,2007,111,151,102
MADHYA PRADESH,INDORE RLY.,2007,3,0,4
MADHYA PRADESH,JABALPUR,2007,81,156,77
MADHYA PRADESH,JABALPUR RLY.,2007,2,1,1
MADHYA PRADESH,JHABUA,2007,109,51,35
MADHYA PRADESH,KATNI,2007,37,22,44
MADHYA PRADESH,KHANDWA,2007,19,45,64
MADHYA PRADESH,KHARGON,2007,45,49,63
MADHYA PRADESH,MANDLA,2007,27,8,47
MADHYA PRADESH,MANDSAUR,2007,30,37,40
MADHYA PRADESH,MORENA,2007,47,92,39
MADHYA PRADESH,NARSINGHPUR,2007,31,34,49
MADHYA PRADESH,NEEMUCH,2007,18,9,20
MADHYA PRADESH,PANNA,2007,34,38,26
MADHYA PRADESH,RAISEN,2007,45,70,75
MADHYA PRADESH,RAJGARH,2007,25,58,100
MADHYA PRADESH,RATLAM,2007,35,40,85
MADHYA PRADESH,REWA,2007,40,30,66
MADHYA PRADESH,SAGAR,2007,80,101,115
MADHYA PRADESH,SATNA,2007,90,46,84
MADHYA PRADESH,SEONI,2007,40,28,51
MADHYA PRADESH,SHAHDOL,2007,29,18,50
MADHYA PRADESH,SHAJAPUR,2007,35,46,67
MADHYA PRADESH,SHEOPUR,2007,19,23,13
MADHYA PRADESH,SHIVPURI,2007,64,70,91
MADHYA PRADESH,SIDHI,2007,61,25,82
MADHYA PRADESH,SIHORE,2007,35,45,56
MADHYA PRADESH,TIKAMGARH,2007,56,35,63
MADHYA PRADESH,UJJAIN,2007,70,131,79
MADHYA PRADESH,UMARIYA,2007,13,12,37
MADHYA PRADESH,VIDISHA,2007,48,58,100
MADHYA PRADESH,TOTAL,2007,2244,2423,3010
MAHARASHTRA,AHMEDNAGAR,2007,99,73,55
MAHARASHTRA,AKOLA,2007,38,43,22
MAHARASHTRA,AMRAVATI COMMR.,2007,30,22,7
MAHARASHTRA,AMRAVATI RURAL,2007,51,36,58
MAHARASHTRA,AURANGABAD COMMR.,2007,37,27,18
MAHARASHTRA,AURANGABAD RURAL,2007,57,19,14
MAHARASHTRA,BEED,2007,69,50,23
MAHARASHTRA,BHANDARA,2007,30,10,19
MAHARASHTRA,BULDHANA,2007,56,41,39
MAHARASHTRA,CHANDRAPUR,2007,59,23,35
MAHARASHTRA,DHULE,2007,49,23,15
MAHARASHTRA,GADCHIROLI,2007,53,47,11
MAHARASHTRA,GONDIA,2007,34,14,32
MAHARASHTRA,HINGOLI,2007,29,16,9
MAHARASHTRA,JALGAON,2007,94,38,52
MAHARASHTRA,JALNA,2007,52,22,17
MAHARASHTRA,KOLHAPUR,2007,65,47,30
MAHARASHTRA,LATUR,2007,73,37,17
MAHARASHTRA,MUMBAI COMMR.,2007,230,116,174
MAHARASHTRA,MUMBAI RLY.,2007,4,5,1
MAHARASHTRA,NAGPUR COMMR.,2007,73,60,50
MAHARASHTRA,NAGPUR RLY.,2007,4,1,0
MAHARASHTRA,NAGPUR RURAL,2007,71,24,39
MAHARASHTRA,NANDED,2007,83,82,33
MAHARASHTRA,NANDURBAR,2007,32,19,14
MAHARASHTRA,NASIK COMMR.,2007,33,26,7
MAHARASHTRA,NASIK RURAL,2007,80,56,44
MAHARASHTRA,NAVI MUMBAI,2007,45,22,17
MAHARASHTRA,OSMANABAD,2007,44,24,29
MAHARASHTRA,PARBHANI,2007,47,39,22
MAHARASHTRA,PUNE COMMR.,2007,126,126,66
MAHARASHTRA,PUNE RLY.,2007,6,0,0
MAHARASHTRA,PUNE RURAL,2007,130,51,59
MAHARASHTRA,RAIGAD,2007,37,28,29
MAHARASHTRA,RATNAGIRI,2007,19,4,17
MAHARASHTRA,SANGLI,2007,74,24,28
MAHARASHTRA,SATARA,2007,75,26,43
MAHARASHTRA,SINDHUDURG,2007,17,3,9
MAHARASHTRA,SOLAPUR COMMR.,2007,22,24,12
MAHARASHTRA,SOLAPUR RURAL,2007,77,53,46
MAHARASHTRA,THANE COMMR.,2007,120,74,78
MAHARASHTRA,THANE RURAL,2007,128,39,67
MAHARASHTRA,WARDHA,2007,49,32,31
MAHARASHTRA,WASHIM,2007,22,19,14
MAHARASHTRA,YAVATMAL,2007,70,50,49
MAHARASHTRA,TOTAL,2007,2693,1615,1451
MANIPUR,BISHNUPUR,2007,31,31,4
MANIPUR,CHANDEL,2007,16,17,0
MANIPUR,CHURACHANDPUR,2007,28,5,1
MANIPUR,IMPHAL EAST,2007,41,89,1
MANIPUR,IMPHAL WEST,2007,61,130,7
MANIPUR,SENAPATI,2007,17,15,1
MANIPUR,TAMENGLONG,2007,3,4,0
MANIPUR,THOUBAL,2007,39,74,6
MANIPUR,UKHRUL,2007,4,12,0
MANIPUR,TOTAL,2007,240,377,20
MEGHALAYA,GARO HILLS EAST,2007,9,10,4
MEGHALAYA,GARO HILLS SOUTH,2007,2,5,1
MEGHALAYA,GARO HILLS WEST,2007,13,6,4
MEGHALAYA,JAINTIA HILLS,2007,43,2,26
MEGHALAYA,KHASI HILLS EAST,2007,21,19,32
MEGHALAYA,KHASI HILLS WEST,2007,16,4,8
MEGHALAYA,RI-BHOI,2007,10,3,7
MEGHALAYA,TOTAL,2007,114,49,82
MIZORAM,AIZAWL,2007,18,11,35
MIZORAM,CHAMPHAI,2007,5,2,12
MIZORAM,KOLASIB,2007,9,1,12
MIZORAM,LAWNGTLAI,2007,5,2,3
MIZORAM,LUNGLEI,2007,2,1,9
MIZORAM,MAMIT,2007,1,2,1
MIZORAM,SAIHA,2007,2,0,3
MIZORAM,SERCHHIP,2007,1,2,8
MIZORAM,TOTAL,2007,43,21,83
NAGALAND,DIMAPUR,2007,30,8,5
NAGALAND,KIPHIRE,2007,3,1,0
NAGALAND,KOHIMA,2007,24,14,4
NAGALAND,LONGLENG,2007,1,2,0
NAGALAND,MOKOKCHUNG,2007,17,3,1
NAGALAND,MON,2007,9,1,0
NAGALAND,PEREN,2007,3,0,0
NAGALAND,PHEK,2007,5,5,0
NAGALAND,TUENSANG,2007,7,4,0
NAGALAND,WOKHA,2007,8,7,3
NAGALAND,ZUNHEBOTO,2007,4,5,0
NAGALAND,TOTAL,2007,111,50,13
ODISHA,ANGUL,2007,54,71,38
ODISHA,BALASORE,2007,36,33,55
ODISHA,BARAGARH,2007,41,47,18
ODISHA,BERHAMPUR,2007,16,36,4
ODISHA,BHADRAK,2007,30,20,42
ODISHA,BOLANGIR,2007,38,61,53
ODISHA,BOUDH,2007,10,4,9
ODISHA,CUTTACK,2007,42,40,41
ODISHA,DEOGARH,2007,26,23,13
ODISHA,DHENKANAL,2007,59,53,35
ODISHA,GAJAPATI,2007,12,6,8
ODISHA,GANJAM,2007,66,127,34
ODISHA,JAGATSINGHPUR,2007,23,4,18
ODISHA,JAJPUR,2007,35,17,25
ODISHA,JHARSUGUDA,2007,21,27,11
ODISHA,KALAHANDI,2007,30,15,30
ODISHA,KANDHAMAL,2007,25,19,32
ODISHA,KENDRAPARA,2007,40,13,30
ODISHA,KEONJHAR,2007,81,85,41
ODISHA,KHURDA,2007,56,59,53
ODISHA,KORAPUT,2007,42,34,41
ODISHA,MALKANGIR,2007,30,19,12
ODISHA,MAYURBHANJ,2007,98,54,74
ODISHA,NAYAGARH,2007,31,26,21
ODISHA,NOWRANGPUR,2007,28,21,28
ODISHA,NUAPADA,2007,17,13,5
ODISHA,PURI,2007,21,32,43
ODISHA,RAYAGADA,2007,31,22,23
ODISHA,ROURKELA,2007,23,15,15
ODISHA,SAMBALPUR,2007,46,30,27
ODISHA,SONEPUR,2007,9,19,16
ODISHA,SRP(CUTTACK),2007,2,0,0
ODISHA,SRP(ROURKELA),2007,6,0,1
ODISHA,SUNDARGARH,2007,85,60,43
ODISHA,TOTAL,2007,1210,1105,939
PUNJAB,AMRITSAR,2007,43,46,21
PUNJAB,AMRITSAR RURAL,2007,31,24,10
PUNJAB,BARNALA,2007,12,17,7
PUNJAB,BATALA,2007,25,36,15
PUNJAB,BHATINDA,2007,41,54,27
PUNJAB,FARIDKOT,2007,23,29,13
PUNJAB,FATEHGARH SAHIB,2007,10,15,15
PUNJAB,FEROZPUR,2007,48,48,33
PUNJAB,G.R.P,2007,14,0,2
PUNJAB,GURDASPUR,2007,19,17,30
PUNJAB,HOSHIARPUR,2007,43,39,27
PUNJAB,JAGRAON,2007,10,24,15
PUNJAB,JALANDHAR,2007,63,118,54
PUNJAB,KAPURTHALA,2007,29,33,22
PUNJAB,KHANNA,2007,24,21,17
PUNJAB,LUDHIANA,2007,63,76,58
PUNJAB,MANSA,2007,28,31,20
PUNJAB,MOGA,2007,37,34,7
PUNJAB,MUKTSAR,2007,27,32,11
PUNJAB,NAWAN SHAHR,2007,21,20,13
PUNJAB,PATIALA,2007,51,55,22
PUNJAB,ROPAR,2007,10,11,7
PUNJAB,SANGRUR,2007,36,58,31
PUNJAB,SAS NGR,2007,11,21,16
PUNJAB,TARN TARAN,2007,41,34,26
PUNJAB,TOTAL,2007,760,893,519
RAJASTHAN,AJMER,2007,53,71,31
RAJASTHAN,ALWAR,2007,89,62,73
RAJASTHAN,BANSWARA,2007,39,13,39
RAJASTHAN,BARAN,2007,37,98,43
RAJASTHAN,BARMER,2007,26,27,19
RAJASTHAN,BHARATPUR,2007,69,48,62
RAJASTHAN,BHILWARA,2007,34,46,48
RAJASTHAN,BIKANER,2007,39,85,32
RAJASTHAN,BUNDI,2007,28,55,28
RAJASTHAN,CHITTORGARH,2007,48,48,92
RAJASTHAN,CHURU,2007,20,29,27
RAJASTHAN,DAUSA,2007,34,18,16
RAJASTHAN,DHOLPUR,2007,44,68,20
RAJASTHAN,DUNGARPUR,2007,23,17,10
RAJASTHAN,G.R.P.,2007,4,5,0
RAJASTHAN,GANGANAGAR,2007,61,73,66
RAJASTHAN,HANUMANGARH,2007,32,137,39
RAJASTHAN,JAIPUR EAST,2007,14,31,25
RAJASTHAN,JAIPUR NORTH,2007,17,27,23
RAJASTHAN,JAIPUR RURAL,2007,66,25,39
RAJASTHAN,JAIPUR SOUTH,2007,21,18,14
RAJASTHAN,JAISALMER,2007,5,3,4
RAJASTHAN,JALORE,2007,21,22,7
RAJASTHAN,JHALAWAR,2007,43,105,54
RAJASTHAN,JHUNJHUNU,2007,44,16,31
RAJASTHAN,JODHPUR CITY,2007,16,57,16
RAJASTHAN,JODHPUR RURAL,2007,23,30,24
RAJASTHAN,KARAULI,2007,37,51,28
RAJASTHAN,KOTA CITY,2007,22,154,25
RAJASTHAN,KOTA RURAL,2007,25,37,30
RAJASTHAN,NAGAUR,2007,42,46,38
RAJASTHAN,PALI,2007,30,36,39
RAJASTHAN,RAJSAMAND,2007,13,16,5
RAJASTHAN,SAWAI MADHOPUR,2007,19,21,21
RAJASTHAN,SIKAR,2007,36,35,34
RAJASTHAN,SIROHI,2007,22,21,23
RAJASTHAN,TONK,2007,23,36,19
RAJASTHAN,UDAIPUR,2007,84,85,94
RAJASTHAN,TOTAL,2007,1303,1772,1238
SIKKIM,EAST,2007,2,10,8
SIKKIM,NORTH,2007,0,0,0
SIKKIM,SOUTH,2007,1,2,12
SIKKIM,WEST,2007,6,2,4
SIKKIM,TOTAL,2007,9,14,24
TAMIL NADU,CHENNAI,2007,145,247,46
TAMIL NADU,CHENNAI RLY.,2007,4,5,0
TAMIL NADU,COIMBATORE RURAL,2007,87,62,16
TAMIL NADU,COIMBATORE URBAN,2007,22,15,10
TAMIL NADU,CUDDALORE,2007,61,114,28
TAMIL NADU,DHARMAPURI,2007,38,46,6
TAMIL NADU,DINDIGUL,2007,40,79,12
TAMIL NADU,ERODE,2007,54,31,20
TAMIL NADU,KANCHIPURAM,2007,57,97,25
TAMIL NADU,KANYAKUMARI,2007,27,51,11
TAMIL NADU,KARUR,2007,18,17,3
TAMIL NADU,KRISHNAGIRI,2007,72,44,11
TAMIL NADU,MADURAI RURAL,2007,55,52,9
TAMIL NADU,MADURAI URBAN,2007,27,25,4
TAMIL NADU,NAGAPATTINAM,2007,39,65,14
TAMIL NADU,NAMAKKAL,2007,26,19,12
TAMIL NADU,NILGIRIS,2007,13,8,6
TAMIL NADU,PERAMBALUR,2007,32,35,26
TAMIL NADU,PUDUKOTTAI,2007,34,29,14
TAMIL NADU,RAMNATHAPURAM,2007,37,55,8
TAMIL NADU,SALEM RURAL,2007,67,54,25
TAMIL NADU,SALEM URBAN,2007,16,30,10
TAMIL NADU,SIVAGANGAI,2007,43,50,3
TAMIL NADU,THANJAVUR,2007,68,66,5
TAMIL NADU,THENI,2007,29,62,4
TAMIL NADU,THIRUNELVELI RURAL,2007,80,262,35
TAMIL NADU,THIRUNELVELI URBAN,2007,16,47,6
TAMIL NADU,THIRUVALLUR,2007,23,35,7
TAMIL NADU,THIRUVANNAMALAI,2007,45,26,14
TAMIL NADU,THIRUVARUR,2007,39,44,9
TAMIL NADU,THOOTHUGUDI,2007,62,100,19
TAMIL NADU,TRICHY RLY.,2007,0,0,0
TAMIL NADU,TRICHY RURAL,2007,49,19,12
TAMIL NADU,TRICHY URBAN,2007,21,22,2
TAMIL NADU,VELLORE,2007,66,36,25
TAMIL NADU,VILLUPURAM,2007,70,76,58
TAMIL NADU,VIRUDHUNAGAR,2007,51,53,8
TAMIL NADU,TOTAL,2007,1633,2078,523
TRIPURA,DHALAI,2007,18,3,13
TRIPURA,NORTH,2007,21,6,26
TRIPURA,SOUTH,2007,34,35,41
TRIPURA,WEST,2007,65,14,77
TRIPURA,TOTAL,2007,138,58,157
UTTAR PRADESH,AGRA,2007,123,141,30
UTTAR PRADESH,ALIGARH,2007,166,154,50
UTTAR PRADESH,ALLAHABAD,2007,143,85,26
UTTAR PRADESH,AMBEDKAR NAGAR,2007,26,20,15
UTTAR PRADESH,AURAIYA,2007,37,34,9
UTTAR PRADESH,AZAMGARH,2007,54,23,11
UTTAR PRADESH,BADAUN,2007,88,110,11
UTTAR PRADESH,BAGHPAT,2007,81,57,17
UTTAR PRADESH,BAHRAICH,2007,43,30,34
UTTAR PRADESH,BALLIA,2007,32,31,10
UTTAR PRADESH,BALRAMPUR,2007,20,13,10
UTTAR PRADESH,BANDA,2007,49,22,15
UTTAR PRADESH,BARABANKI,2007,62,44,25
UTTAR PRADESH,BAREILLY,2007,138,171,62
UTTAR PRADESH,BASTI,2007,24,20,10
UTTAR PRADESH,BIJNOR,2007,99,51,27
UTTAR PRADESH,BULANDSHAHAR,2007,146,160,44
UTTAR PRADESH,CHANDOLI,2007,17,20,6
UTTAR PRADESH,CHITRAKOOT DHAM,2007,23,14,23
UTTAR PRADESH,DEORIA,2007,31,17,2
UTTAR PRADESH,ETAH,2007,141,194,39
UTTAR PRADESH,ETAWAH,2007,66,69,14
UTTAR PRADESH,FAIZABAD,2007,52,29,23
UTTAR PRADESH,FATEHGARH,2007,64,90,21
UTTAR PRADESH,FATEHPUR,2007,66,30,22
UTTAR PRADESH,FIROZABAD,2007,123,143,28
UTTAR PRADESH,G.R.P.,2007,20,20,2
UTTAR PRADESH,GAUTAMBUDH NAGAR,2007,75,71,17
UTTAR PRADESH,GHAZIABAD,2007,150,135,33
UTTAR PRADESH,GHAZIPUR,2007,40,39,10
UTTAR PRADESH,GONDA,2007,46,46,13
UTTAR PRADESH,GORAKHPUR,2007,75,58,19
UTTAR PRADESH,HAMIRPUR,2007,22,7,8
UTTAR PRADESH,HARDOI,2007,86,54,33
UTTAR PRADESH,HATHRAS,2007,56,54,16
UTTAR PRADESH,J.P.NAGAR,2007,66,50,28
UTTAR PRADESH,JALAUN,2007,48,17,8
UTTAR PRADESH,JAUNPUR,2007,44,62,24
UTTAR PRADESH,JHANSI,2007,66,30,10
UTTAR PRADESH,KANNAUJ,2007,54,40,6
UTTAR PRADESH,KANPUR DEHAT,2007,41,43,13
UTTAR PRADESH,KANPUR NAGAR,2007,148,132,46
UTTAR PRADESH,KAUSHAMBI,2007,51,23,30
UTTAR PRADESH,KHIRI,2007,93,66,47
UTTAR PRADESH,KUSHI NAGAR,2007,20,20,9
UTTAR PRADESH,LALITPUR,2007,22,4,10
UTTAR PRADESH,LUCKNOW,2007,159,118,82
UTTAR PRADESH,MAHARAJGANJ,2007,25,11,23
UTTAR PRADESH,MAHOBA,2007,30,13,10
UTTAR PRADESH,MAINPURI,2007,108,137,11
UTTAR PRADESH,MATHURA,2007,83,115,36
UTTAR PRADESH,MAU,2007,32,38,8
UTTAR PRADESH,MEERUT,2007,195,189,39
UTTAR PRADESH,MIRZAPUR,2007,40,17,10
UTTAR PRADESH,MORADABAD,2007,130,138,58
UTTAR PRADESH,MUZAFFARNAGAR,2007,213,170,37
UTTAR PRADESH,PILIBHIT,2007,38,20,23
UTTAR PRADESH,PRATAPGARH,2007,58,44,16
UTTAR PRADESH,RAIBAREILLY,2007,57,46,31
UTTAR PRADESH,RAMPUR,2007,57,71,40
UTTAR PRADESH,SAHARANPUR,2007,81,105,14
UTTAR PRADESH,SANT KABIRNAGAR,2007,21,10,9
UTTAR PRADESH,SHAHJAHANPUR,2007,126,125,52
UTTAR PRADESH,SHRAWASTI,2007,19,11,10
UTTAR PRADESH,SIDHARTHNAGAR,2007,12,4,5
UTTAR PRADESH,SITAPUR,2007,112,81,67
UTTAR PRADESH,SONBHADRA,2007,35,16,16
UTTAR PRADESH,ST.RAVIDASNAGAR,2007,13,19,1
UTTAR PRADESH,SULTANPUR,2007,59,61,34
UTTAR PRADESH,UNNAO,2007,94,61,30
UTTAR PRADESH,VARANASI,2007,66,61,20
UTTAR PRADESH,TOTAL,2007,5000,4424,1648
UTTARAKHAND,ALMORA,2007,19,9,6
UTTARAKHAND,BAGESHWAR,2007,10,1,3
UTTARAKHAND,CHAMOLI,2007,15,9,10
UTTARAKHAND,CHAMPAWAT,2007,5,0,2
UTTARAKHAND,DEHRADUN,2007,37,50,29
UTTARAKHAND,HARIDWAR,2007,55,59,28
UTTARAKHAND,NAINITAL,2007,26,19,6
UTTARAKHAND,PAURI GARHWAL,2007,19,7,7
UTTARAKHAND,PITHORAGARH,2007,9,2,9
UTTARAKHAND,RUDRA PRAYAG,2007,6,6,1
UTTARAKHAND,TEHRI GARHWAL,2007,11,7,2
UTTARAKHAND,UDHAMSINGH NAGAR,2007,54,56,12
UTTARAKHAND,UTTARKASHI,2007,2,3,2
UTTARAKHAND,TOTAL,2007,268,228,117
WEST BENGAL,24 PARGANAS NORTH,2007,194,6,231
WEST BENGAL,24 PARGANAS SOUTH,2007,158,123,205
WEST BENGAL,ASANSOL,2007,26,2,15
WEST BENGAL,BANKURA,2007,49,32,44
WEST BENGAL,BIRBHUM,2007,66,15,53
WEST BENGAL,BURDWAN,2007,122,14,69
WEST BENGAL,COOCHBEHAR,2007,34,10,139
WEST BENGAL,DAKSHIN DINAJPUR,2007,34,78,46
WEST BENGAL,DARJEELING,2007,31,2,48
WEST BENGAL,HOOGHLY,2007,90,97,57
WEST BENGAL,HOWRAH,2007,69,16,45
WEST BENGAL,HOWRAH G.R.P.,2007,9,4,1
WEST BENGAL,JALPAIGURI,2007,122,56,235
WEST BENGAL,KHARAGPUR G.R.P.,2007,3,0,0
WEST BENGAL,KOLKATA,2007,36,71,44
WEST BENGAL,MALDA,2007,88,63,103
WEST BENGAL,MURSHIDABAD,2007,132,61,369
WEST BENGAL,NADIA,2007,99,69,183
WEST BENGAL,PASCHIM MIDNAPUR,2007,105,39,60
WEST BENGAL,PURAB MIDNAPUR,2007,76,41,41
WEST BENGAL,PURULIA,2007,46,0,38
WEST BENGAL,SEALDAH G.R.P.,2007,6,7,3
WEST BENGAL,SILIGURI G.R.P.,2007,4,1,1
WEST BENGAL,UTTAR DINAJPUR,2007,53,70,76
WEST BENGAL,TOTAL,2007,1652,877,2106
A & N ISLANDS,A and N ISLANDS,2007,15,19,3
A & N ISLANDS,TOTAL,2007,15,19,3
CHANDIGARH,CHANDIGARH,2007,19,26,22
CHANDIGARH,TOTAL,2007,19,26,22
D & N HAVELI,D and N HAVELI,2007,10,2,7
D & N HAVELI,TOTAL,2007,10,2,7
DAMAN & DIU,DAMAN,2007,12,6,1
DAMAN & DIU,DIU,2007,0,1,0
DAMAN & DIU,TOTAL,2007,12,7,1
DELHI UT,CENTRAL,2007,27,29,22
DELHI UT,DELHI UT TOTAL,2007,495,530,598
DELHI UT,EAST,2007,34,61,73
DELHI UT,GRP(RLY),2007,3,0,4
DELHI UT,IGI AIRPORT,2007,1,0,0
DELHI UT,NEW DELHI,2007,4,7,7
DELHI UT,NORTH,2007,22,41,33
DELHI UT,NORTH-EAST,2007,66,74,89
DELHI UT,NORTH-WEST,2007,57,52,51
DELHI UT,OUTER,2007,102,96,121
DELHI UT,SOUTH,2007,68,84,83
DELHI UT,SOUTH-WEST,2007,51,43,51
DELHI UT,STF,2007,0,6,0
DELHI UT,WEST,2007,60,37,64
LAKSHADWEEP,LAKSHADWEEP,2007,0,2,1
LAKSHADWEEP,TOTAL,2007,0,2,1
PUDUCHERRY,KARAIKAL,2007,4,9,3
PUDUCHERRY,PONDICHERRY,2007,30,33,6
PUDUCHERRY,TOTAL,2007,34,42,9
ANDHRA PRADESH,ADILABAD,2008,73,82,50
ANDHRA PRADESH,ANANTAPUR,2008,154,80,37
ANDHRA PRADESH,CHITTOOR,2008,123,65,30
ANDHRA PRADESH,CUDDAPAH,2008,114,94,27
ANDHRA PRADESH,CYBERABAD,2008,197,66,80
ANDHRA PRADESH,EAST GODAVARI,2008,82,112,48
ANDHRA PRADESH,GUNTAKAL RLY.,2008,7,0,0
ANDHRA PRADESH,GUNTUR,2008,159,196,48
ANDHRA PRADESH,HYDERABAD CITY,2008,122,126,62
ANDHRA PRADESH,KARIMNAGAR,2008,134,114,84
ANDHRA PRADESH,KHAMMAM,2008,123,47,70
ANDHRA PRADESH,KRISHNA,2008,53,63,38
ANDHRA PRADESH,KURNOOL,2008,116,143,47
ANDHRA PRADESH,MAHABOOBNAGAR,2008,188,66,72
ANDHRA PRADESH,MEDAK,2008,140,57,50
ANDHRA PRADESH,NALGONDA,2008,121,76,90
ANDHRA PRADESH,NELLORE,2008,70,73,39
ANDHRA PRADESH,NIZAMABAD,2008,153,61,31
ANDHRA PRADESH,PRAKASHAM,2008,75,59,30
ANDHRA PRADESH,RANGA REDDY,2008,91,35,37
ANDHRA PRADESH,SECUNDERABAD RLY.,2008,10,0,2
ANDHRA PRADESH,SRIKAKULAM,2008,25,0,32
ANDHRA PRADESH,VIJAYAWADA CITY,2008,34,58,30
ANDHRA PRADESH,VIJAYAWADA RLY.,2008,1,1,0
ANDHRA PRADESH,VISAKHA RURAL,2008,65,40,12
